campaign_id,company,campaign_type,target_audience,duration_days,channel_used,conversion_rate,acquisition_cost,roi,location
CAMP01196,Alpha Corp,Influencer,18-25,28,YouTube,0.178,13540.55,6.78,Germany
CAMP01197,Beta Ltd,Influencer,36-45,68,Facebook,0.3058,21042.62,5.85,Germany
CAMP01198,Delta Solutions,Search,18-25,70,Facebook,0.2503,7993.66,6.01,Germany
CAMP01199,Alpha Corp,Email,36-45,27,Google,0.0486,2994.59,5.32,Australia
CAMP01200,Beta Ltd,Social Media,36-45,88,Email,0.0386,3699.16,8.47,Australia
CAMP01201,Beta Ltd,Influencer,26-35,63,Google,0.3283,15949.16,2.73,Germany
CAMP01202,Alpha Corp,Influencer,36-45,89,Google,0.3243,13871.03,9.19,Germany
CAMP01203,Delta Solutions,Display,26-35,46,Facebook,0.1658,15010.94,5.82,India
CAMP01204,Delta Solutions,Influencer,46-60,56,YouTube,0.235,3858.74,4.66,USA
CAMP01205,Gamma Inc,Social Media,36-45,61,Instagram,0.1136,1541.0,2.5,Germany
CAMP01206,Delta Solutions,Search,46-60,18,Facebook,0.2485,14379.09,3.12,India
CAMP01207,Alpha Corp,Social Media,36-45,29,Instagram,0.1617,2486.01,6.05,Australia
CAMP01208,Alpha Corp,Influencer,46-60,87,Email,0.1285,23276.19,1.94,Australia
CAMP01209,Gamma Inc,Email,26-35,62,YouTube,0.1598,20181.28,0.53,India
CAMP01210,Alpha Corp,Search,18-25,51,Instagram,0.1649,4908.85,2.96,India
CAMP01211,Beta Ltd,Search,46-60,5,Email,0.3305,15147.19,3.39,Germany
CAMP01212,Beta Ltd,Influencer,26-35,8,Email,0.3109,3734.6,9.44,Germany
CAMP01213,Alpha Corp,Social Media,36-45,52,LinkedIn,0.0761,23436.19,6.03,USA
CAMP01214,Delta Solutions,Email,26-35,12,Facebook,0.1047,14941.57,4.35,USA
CAMP01215,Gamma Inc,Display,46-60,17,YouTube,0.1118,8285.0,9.84,Germany
CAMP01216,Gamma Inc,Display,18-25,54,Google,0.0139,17169.81,3.99,India
CAMP01217,Beta Ltd,Search,18-25,87,Google,0.1903,562.19,9.6,Australia
CAMP01218,Beta Ltd,Search,46-60,76,Google,0.1741,7552.52,9.44,Germany
CAMP01219,Alpha Corp,Influencer,36-45,45,LinkedIn,0.0524,6237.15,7.05,Australia
CAMP01220,Alpha Corp,Search,46-60,85,Instagram,0.3467,8981.34,5.49,USA
CAMP01221,Gamma Inc,Social Media,46-60,57,LinkedIn,0.2688,2590.01,8.31,UK
CAMP01222,Gamma Inc,Display,46-60,86,Google,0.0722,24215.75,3.58,UK
CAMP01223,Gamma Inc,Email,46-60,25,LinkedIn,0.2498,11963.25,3.99,UK
CAMP01224,Alpha Corp,Search,46-60,54,YouTube,0.1258,21482.0,2.47,UK
CAMP01225,Beta Ltd,Display,26-35,84,Email,0.2252,1958.08,2.93,Germany
CAMP01226,Delta Solutions,Email,18-25,89,YouTube,0.17,21198.19,1.8,India
CAMP01227,Gamma Inc,Display,18-25,78,YouTube,0.0572,16499.35,8.58,Australia
CAMP01228,Beta Ltd,Email,46-60,17,Google,0.1664,17129.94,0.51,Germany
CAMP01229,Alpha Corp,Email,36-45,58,Instagram,0.337,20255.4,4.53,Australia
CAMP01230,Gamma Inc,Search,46-60,13,LinkedIn,0.2644,13388.79,3.96,India
CAMP01231,Alpha Corp,Social Media,46-60,37,Instagram,0.223,16033.28,4.18,Germany
CAMP01232,Delta Solutions,Email,26-35,7,Email,0.2968,22544.72,8.52,Australia
CAMP01233,Beta Ltd,Display,18-25,70,Email,0.2918,3565.06,8.3,USA
CAMP01234,Alpha Corp,Social Media,18-25,71,Google,0.312,1863.82,6.8,Australia
CAMP01235,Delta Solutions,Email,26-35,12,YouTube,0.047,24575.96,7.05,Germany
CAMP01236,Beta Ltd,Social Media,36-45,83,Instagram,0.054,22096.69,8.13,Germany
CAMP01237,Beta Ltd,Search,36-45,77,Email,0.2816,13092.66,4.16,UK
CAMP01238,Alpha Corp,Email,18-25,77,YouTube,0.3484,19628.88,4.78,India
CAMP01239,Delta Solutions,Search,36-45,43,YouTube,0.2013,22107.06,2.82,Germany
CAMP01240,Beta Ltd,Display,18-25,85,YouTube,0.3379,11937.98,2.76,Germany
CAMP01241,Alpha Corp,Social Media,18-25,89,LinkedIn,0.2354,2899.99,9.38,Germany
CAMP01242,Beta Ltd,Influencer,46-60,52,Google,0.039,12275.79,7.73,UK
CAMP01243,Alpha Corp,Display,46-60,37,Google,0.3249,9108.64,4.8,UK
CAMP01244,Delta Solutions,Email,46-60,70,LinkedIn,0.2953,1066.98,0.87,Australia
CAMP01245,Delta Solutions,Influencer,46-60,8,Facebook,0.1922,23996.65,7.56,Germany
CAMP01246,Gamma Inc,Social Media,46-60,33,YouTube,0.2629,18036.71,9.51,Australia
CAMP01247,Gamma Inc,Influencer,36-45,5,Google,0.1295,19752.55,9.3,Germany
CAMP01248,Alpha Corp,Display,36-45,70,Instagram,0.2194,15120.62,7.28,Germany
CAMP01249,Alpha Corp,Influencer,26-35,8,LinkedIn,0.1505,7094.69,6.65,UK
CAMP01250,Beta Ltd,Email,26-35,69,Google,0.1892,14825.21,1.65,India
CAMP01251,Alpha Corp,Search,36-45,53,Instagram,0.2264,17166.65,1.31,USA
CAMP01252,Gamma Inc,Email,36-45,42,Email,0.0283,15134.83,3.02,USA
CAMP01253,Gamma Inc,Display,18-25,59,LinkedIn,0.0426,3615.04,5.86,UK
CAMP01254,Beta Ltd,Influencer,36-45,8,Facebook,0.038,20432.02,9.18,Australia
CAMP01255,Gamma Inc,Social Media,46-60,74,Email,0.2123,7790.03,8.78,USA
CAMP01256,Delta Solutions,Search,36-45,27,Google,0.1504,10219.93,3.41,India
CAMP01257,Delta Solutions,Display,26-35,77,Instagram,0.18,13992.47,3.98,Germany
CAMP01258,Gamma Inc,Email,46-60,81,Facebook,0.1801,24452.07,3.45,Germany
CAMP01259,Delta Solutions,Influencer,46-60,52,Facebook,0.0238,8156.85,5.54,India
CAMP01260,Delta Solutions,Search,46-60,55,Facebook,0.2807,1525.96,8.18,Australia
CAMP01261,Alpha Corp,Display,18-25,84,Instagram,0.2482,24325.17,7.94,Germany
CAMP01262,Delta Solutions,Email,46-60,39,Email,0.2439,23958.24,8.92,India
CAMP01263,Gamma Inc,Social Media,18-25,39,Google,0.0216,5357.86,5.46,India
CAMP01264,Gamma Inc,Search,18-25,86,Facebook,0.2316,20811.57,6.75,UK
CAMP01265,Alpha Corp,Display,36-45,39,Instagram,0.1802,23030.62,9.56,Australia
CAMP01266,Alpha Corp,Social Media,36-45,36,YouTube,0.2686,818.31,6.92,Germany
CAMP01267,Delta Solutions,Email,18-25,5,Google,0.0429,18991.37,2.09,India
CAMP01268,Alpha Corp,Search,26-35,33,YouTube,0.2639,4907.2,3.61,India
CAMP01269,Delta Solutions,Influencer,46-60,26,Instagram,0.337,20765.93,1.22,UK
CAMP01270,Beta Ltd,Influencer,26-35,71,Instagram,0.2993,1013.18,1.55,USA
CAMP01271,Gamma Inc,Search,46-60,48,LinkedIn,0.314,17435.42,5.17,UK
CAMP01272,Alpha Corp,Social Media,46-60,35,Email,0.0358,20511.0,7.52,Germany
CAMP01273,Alpha Corp,Social Media,46-60,85,Google,0.1901,1373.15,2.29,Australia
CAMP01274,Alpha Corp,Search,18-25,43,Email,0.0939,19048.05,3.54,Australia
CAMP01275,Alpha Corp,Search,26-35,40,Google,0.1953,3409.71,3.7,Australia
CAMP01276,Alpha Corp,Email,18-25,67,Instagram,0.2502,2437.6,8.48,UK
CAMP01277,Gamma Inc,Display,46-60,27,YouTube,0.2639,23056.29,2.25,USA
CAMP01278,Delta Solutions,Social Media,46-60,41,YouTube,0.3471,23114.24,0.82,Australia
CAMP01279,Delta Solutions,Display,18-25,65,Google,0.3356,18657.94,6.43,India
CAMP01280,Beta Ltd,Display,26-35,32,Facebook,0.094,22310.03,5.51,UK
CAMP01281,Alpha Corp,Social Media,18-25,41,Facebook,0.3213,909.33,0.53,USA
CAMP01282,Gamma Inc,Influencer,26-35,6,Instagram,0.3106,13036.12,7.76,Germany
CAMP01283,Gamma Inc,Display,36-45,73,Google,0.256,21855.14,4.53,Germany
CAMP01284,Beta Ltd,Display,46-60,79,Facebook,0.0976,22373.0,5.7,Germany
CAMP01285,Gamma Inc,Influencer,36-45,62,YouTube,0.074,9492.16,6.87,India
CAMP01286,Delta Solutions,Influencer,26-35,50,Email,0.1581,8452.94,0.99,Germany
CAMP01287,Beta Ltd,Display,26-35,81,Instagram,0.0233,17649.47,2.14,USA
CAMP01288,Alpha Corp,Email,26-35,78,YouTube,0.1065,1974.13,4.9,Australia
CAMP01289,Delta Solutions,Social Media,46-60,45,YouTube,0.035,19622.74,2.13,India
CAMP01290,Alpha Corp,Influencer,18-25,58,LinkedIn,0.1883,6617.21,1.61,Australia
CAMP01291,Beta Ltd,Email,18-25,85,YouTube,0.2196,13278.53,3.59,Germany
CAMP01292,Delta Solutions,Influencer,26-35,22,Instagram,0.0478,5217.49,4.55,Australia
CAMP01293,Beta Ltd,Social Media,18-25,71,Facebook,0.3071,18491.77,8.57,Germany
CAMP01294,Alpha Corp,Social Media,36-45,36,Instagram,0.0429,23933.5,6.15,India
CAMP01295,Alpha Corp,Display,26-35,12,YouTube,0.1447,13750.42,9.33,Australia
CAMP01296,Delta Solutions,Influencer,26-35,40,Email,0.1803,23792.56,4.84,India
CAMP01297,Gamma Inc,Display,18-25,49,LinkedIn,0.2079,10350.7,4.99,India
CAMP01298,Delta Solutions,Social Media,26-35,68,YouTube,0.1185,7516.84,3.46,UK
CAMP01299,Alpha Corp,Display,46-60,18,YouTube,0.2524,21045.95,1.27,Germany
CAMP01300,Delta Solutions,Influencer,18-25,52,Facebook,0.1261,1429.33,2.13,USA
CAMP01301,Beta Ltd,Influencer,36-45,61,YouTube,0.0959,7388.8,1.14,India
CAMP01302,Delta Solutions,Influencer,36-45,59,Instagram,0.1641,17417.0,7.18,India
CAMP01303,Delta Solutions,Search,36-45,76,YouTube,0.0486,5128.34,3.82,USA
CAMP01304,Gamma Inc,Display,36-45,69,Facebook,0.3385,22316.1,0.8,USA
CAMP01305,Gamma Inc,Search,18-25,45,Instagram,0.197,12313.36,7.65,Australia
CAMP01306,Alpha Corp,Influencer,26-35,28,Email,0.059,6524.63,2.92,Germany
CAMP01307,Alpha Corp,Email,18-25,80,Facebook,0.2807,9595.75,8.99,Germany
CAMP01308,Gamma Inc,Display,18-25,80,YouTube,0.2549,7451.81,8.32,USA
CAMP01309,Beta Ltd,Social Media,26-35,16,Facebook,0.1564,17672.52,3.39,USA
CAMP01310,Alpha Corp,Social Media,46-60,43,LinkedIn,0.3445,3192.67,2.74,UK
CAMP01311,Alpha Corp,Influencer,26-35,69,LinkedIn,0.1802,21414.99,9.93,India
CAMP01312,Beta Ltd,Display,36-45,61,YouTube,0.0823,4146.08,8.29,Germany
CAMP01313,Gamma Inc,Influencer,36-45,80,Google,0.279,7420.45,9.3,Australia
CAMP01314,Gamma Inc,Email,36-45,23,Facebook,0.3258,15854.27,0.66,Germany
CAMP01315,Delta Solutions,Email,18-25,85,YouTube,0.0992,9178.06,6.18,UK
CAMP01316,Beta Ltd,Influencer,26-35,25,Facebook,0.0123,12996.31,3.03,Australia
CAMP01317,Delta Solutions,Search,18-25,13,Email,0.2172,14443.06,4.06,Australia
CAMP01318,Gamma Inc,Social Media,26-35,68,Email,0.2591,6846.04,1.37,Germany
CAMP01319,Beta Ltd,Social Media,36-45,84,Email,0.0987,13597.74,7.61,USA
CAMP01320,Delta Solutions,Display,36-45,35,Instagram,0.3376,23514.42,5.49,USA
CAMP01321,Beta Ltd,Search,36-45,18,Facebook,0.067,560.66,8.02,UK
CAMP01322,Gamma Inc,Social Media,18-25,80,LinkedIn,0.2824,15107.6,1.61,India
CAMP01323,Delta Solutions,Social Media,18-25,13,Google,0.3079,8345.05,9.97,Australia
CAMP01324,Alpha Corp,Influencer,18-25,62,Google,0.0681,21620.35,3.81,Germany
CAMP01325,Gamma Inc,Influencer,46-60,15,Email,0.1805,2866.5,9.54,Germany
CAMP01326,Delta Solutions,Social Media,18-25,62,Facebook,0.0195,1985.3,6.93,USA
CAMP01327,Beta Ltd,Influencer,18-25,14,Instagram,0.2282,10419.96,1.53,India
CAMP01328,Alpha Corp,Influencer,18-25,37,Facebook,0.1958,17006.68,7.93,USA
CAMP01329,Delta Solutions,Social Media,36-45,44,Google,0.2746,658.08,5.83,Germany
CAMP01330,Alpha Corp,Email,26-35,82,Facebook,0.1804,20375.23,2.29,Australia
CAMP01331,Alpha Corp,Search,36-45,66,Google,0.1303,8744.58,2.28,Germany
CAMP01332,Delta Solutions,Social Media,26-35,86,Instagram,0.0565,23046.21,9.55,Germany
CAMP01333,Beta Ltd,Social Media,26-35,51,Google,0.0274,22691.26,9.99,Germany
CAMP01334,Delta Solutions,Influencer,18-25,27,Email,0.1898,19213.32,5.97,Australia
CAMP01335,Beta Ltd,Display,18-25,41,Instagram,0.3224,18556.64,2.28,USA
CAMP01336,Delta Solutions,Search,26-35,49,Facebook,0.2704,15219.9,3.73,USA
CAMP01337,Delta Solutions,Display,46-60,53,Facebook,0.1437,19964.95,2.51,India
CAMP01338,Delta Solutions,Search,18-25,82,Instagram,0.3445,4863.04,6.27,USA
CAMP01339,Delta Solutions,Social Media,46-60,82,Email,0.0726,20519.15,4.3,Germany
CAMP01340,Gamma Inc,Display,46-60,13,Google,0.3492,14347.6,4.09,Australia
CAMP01341,Beta Ltd,Display,46-60,73,LinkedIn,0.0882,19658.41,8.11,India
CAMP01342,Beta Ltd,Display,26-35,30,Instagram,0.0672,12598.07,9.65,India
CAMP01343,Alpha Corp,Influencer,36-45,55,YouTube,0.3018,15958.49,2.37,USA
CAMP01344,Beta Ltd,Email,26-35,87,YouTube,0.1694,8869.12,4.44,India
CAMP01345,Beta Ltd,Email,18-25,80,Email,0.3132,10898.08,5.6,India
CAMP01346,Gamma Inc,Search,36-45,46,LinkedIn,0.2643,9436.94,2.84,Australia
CAMP01347,Gamma Inc,Display,36-45,8,Google,0.0633,18644.49,4.32,UK
CAMP01348,Delta Solutions,Social Media,26-35,86,Google,0.0515,5413.45,1.03,Germany
CAMP01349,Alpha Corp,Social Media,36-45,83,Instagram,0.1619,23297.77,0.89,USA
CAMP01350,Alpha Corp,Influencer,36-45,37,YouTube,0.2009,20817.47,7.97,India
CAMP01351,Delta Solutions,Display,26-35,16,Email,0.1539,21612.5,3.72,Germany
CAMP01352,Beta Ltd,Influencer,46-60,50,LinkedIn,0.0821,22892.53,7.22,Australia
CAMP01353,Gamma Inc,Social Media,46-60,73,Email,0.084,11182.48,1.29,Germany
CAMP01354,Alpha Corp,Display,18-25,44,Email,0.1834,22351.92,6.87,UK
CAMP01355,Delta Solutions,Display,26-35,6,Facebook,0.0149,11380.57,6.71,Australia
CAMP01356,Gamma Inc,Display,36-45,44,Google,0.1592,2989.33,8.3,India
CAMP01357,Beta Ltd,Display,26-35,49,Instagram,0.0213,1714.84,2.44,UK
CAMP01358,Alpha Corp,Email,46-60,83,Facebook,0.3069,2057.79,5.74,Germany
CAMP01359,Alpha Corp,Search,36-45,74,Instagram,0.2208,5106.16,9.06,UK
CAMP01360,Delta Solutions,Social Media,26-35,64,Instagram,0.0645,9315.22,2.59,Germany
CAMP01361,Delta Solutions,Influencer,46-60,39,LinkedIn,0.2713,24491.68,1.69,Australia
CAMP01362,Delta Solutions,Email,26-35,86,YouTube,0.1775,6409.39,3.78,Germany
CAMP01363,Gamma Inc,Social Media,26-35,24,Email,0.1836,22868.3,9.67,USA
CAMP01364,Gamma Inc,Email,46-60,33,Email,0.0971,20355.62,2.0,Australia
CAMP01365,Alpha Corp,Display,18-25,77,Google,0.1439,21597.51,1.63,Australia
CAMP01366,Beta Ltd,Social Media,36-45,90,LinkedIn,0.3086,19726.67,9.98,USA
CAMP01367,Beta Ltd,Influencer,36-45,75,YouTube,0.06,24340.79,4.23,USA
CAMP01368,Gamma Inc,Search,18-25,65,YouTube,0.2221,3435.44,1.92,UK
CAMP01369,Alpha Corp,Display,36-45,85,Facebook,0.0837,12234.96,5.81,UK
CAMP01370,Delta Solutions,Display,46-60,16,Google,0.1612,8899.47,0.63,UK
CAMP01371,Beta Ltd,Search,46-60,62,Google,0.1912,7463.82,4.54,USA
CAMP01372,Alpha Corp,Influencer,18-25,40,Instagram,0.0514,11447.19,0.84,UK
CAMP01373,Delta Solutions,Social Media,46-60,56,LinkedIn,0.0367,12282.78,5.87,Australia
CAMP01374,Beta Ltd,Social Media,46-60,26,Email,0.1746,24655.68,6.44,Germany
CAMP01375,Delta Solutions,Display,46-60,47,Facebook,0.1492,6984.7,0.53,USA
CAMP01376,Beta Ltd,Search,18-25,25,LinkedIn,0.3231,22836.19,5.37,UK
CAMP01377,Alpha Corp,Email,46-60,60,Facebook,0.2473,4590.85,9.48,UK
CAMP01378,Alpha Corp,Influencer,18-25,84,Google,0.3149,16793.63,4.28,India
CAMP01379,Alpha Corp,Search,18-25,10,Instagram,0.3256,7982.7,9.57,USA
CAMP01380,Beta Ltd,Email,36-45,87,Google,0.0165,24029.31,9.65,Germany
CAMP01381,Beta Ltd,Social Media,46-60,61,Email,0.3092,16048.02,2.78,Australia
CAMP01382,Alpha Corp,Email,46-60,6,Google,0.3359,2073.28,5.99,UK
CAMP01383,Beta Ltd,Social Media,26-35,54,YouTube,0.1639,23126.73,8.39,India
CAMP01384,Gamma Inc,Email,18-25,16,Instagram,0.2262,7698.53,7.24,UK
CAMP01385,Gamma Inc,Influencer,46-60,74,Google,0.1276,23221.26,7.72,UK
CAMP01386,Beta Ltd,Influencer,36-45,28,Instagram,0.0435,830.39,2.98,Germany
CAMP01387,Delta Solutions,Display,26-35,9,LinkedIn,0.0993,5857.93,9.22,Australia
CAMP01388,Alpha Corp,Display,36-45,77,Facebook,0.0374,7320.76,2.74,India
CAMP01389,Beta Ltd,Search,26-35,51,Google,0.1755,17355.66,6.63,India
CAMP01390,Delta Solutions,Social Media,18-25,57,LinkedIn,0.2322,20049.79,8.9,India
CAMP01391,Alpha Corp,Email,46-60,76,Facebook,0.0118,15937.21,3.92,UK
CAMP01392,Gamma Inc,Influencer,18-25,53,Instagram,0.0878,2019.56,5.75,India
CAMP01393,Gamma Inc,Search,46-60,73,Email,0.0351,11124.14,7.06,India
CAMP01394,Gamma Inc,Email,46-60,56,LinkedIn,0.3384,12602.61,9.32,Germany
CAMP01395,Alpha Corp,Social Media,18-25,7,Email,0.2831,9288.69,4.76,Germany
CAMP01396,Gamma Inc,Email,26-35,86,YouTube,0.0205,10778.87,6.23,USA
CAMP01397,Alpha Corp,Social Media,36-45,87,YouTube,0.2868,12324.09,1.85,USA
CAMP01398,Gamma Inc,Display,36-45,28,YouTube,0.2913,14073.04,1.12,UK
CAMP01399,Alpha Corp,Social Media,36-45,60,Instagram,0.2838,15958.29,0.7,USA
CAMP01400,Beta Ltd,Social Media,18-25,15,YouTube,0.3087,5648.0,5.03,USA
CAMP01401,Gamma Inc,Search,46-60,29,Facebook,0.1693,22591.32,5.68,India
CAMP01402,Delta Solutions,Social Media,18-25,57,Instagram,0.0914,20783.13,1.32,USA
CAMP01403,Alpha Corp,Social Media,36-45,34,Google,0.306,19772.03,2.22,Germany
CAMP01404,Beta Ltd,Display,36-45,88,YouTube,0.2938,20243.43,3.03,Australia
CAMP01405,Beta Ltd,Display,36-45,11,YouTube,0.1034,13373.71,8.97,Germany
CAMP01406,Gamma Inc,Search,36-45,66,Email,0.2074,23849.9,1.44,Australia
CAMP01407,Beta Ltd,Display,26-35,57,YouTube,0.1994,9465.77,5.15,USA
CAMP01408,Alpha Corp,Search,46-60,81,LinkedIn,0.1758,10789.58,8.0,Australia
CAMP01409,Alpha Corp,Search,26-35,74,YouTube,0.2169,20498.83,8.77,India
CAMP01410,Delta Solutions,Email,18-25,82,Facebook,0.0385,21790.6,7.08,USA
CAMP01411,Alpha Corp,Influencer,46-60,73,Facebook,0.1646,11500.19,3.02,Australia
CAMP01412,Alpha Corp,Social Media,36-45,23,YouTube,0.1052,21276.29,1.65,UK
CAMP01413,Delta Solutions,Display,36-45,41,LinkedIn,0.0108,16014.25,2.0,India
CAMP01414,Gamma Inc,Search,26-35,63,Instagram,0.1865,10006.51,7.82,Germany
CAMP01415,Alpha Corp,Social Media,46-60,90,Facebook,0.134,22684.67,3.32,Germany
CAMP01416,Beta Ltd,Search,36-45,79,YouTube,0.1566,12827.95,3.71,UK
CAMP01417,Beta Ltd,Search,18-25,60,LinkedIn,0.0479,21304.02,2.17,USA
CAMP01418,Gamma Inc,Social Media,46-60,13,Facebook,0.1819,20404.24,4.63,UK
CAMP01419,Gamma Inc,Display,36-45,41,Google,0.1018,2867.48,3.68,Germany
CAMP01420,Gamma Inc,Search,26-35,61,Facebook,0.0102,21842.59,3.89,Germany
CAMP01421,Delta Solutions,Social Media,36-45,71,Instagram,0.2752,4479.35,0.82,Australia
CAMP01422,Alpha Corp,Social Media,18-25,28,Google,0.2235,20439.58,4.89,Australia
CAMP01423,Gamma Inc,Display,36-45,45,Google,0.1895,19011.43,1.56,Germany
CAMP01424,Gamma Inc,Influencer,46-60,75,YouTube,0.2215,18560.81,5.59,Australia
CAMP01425,Delta Solutions,Email,46-60,76,Facebook,0.12,23061.48,6.86,Australia
CAMP01426,Beta Ltd,Influencer,36-45,24,Facebook,0.0518,15213.7,5.69,UK
CAMP01427,Gamma Inc,Display,26-35,26,Facebook,0.1314,8795.81,1.89,UK
CAMP01428,Beta Ltd,Influencer,18-25,37,Email,0.2782,15033.22,6.36,India
CAMP01429,Beta Ltd,Influencer,18-25,60,Facebook,0.2168,17555.16,4.42,Australia
CAMP01430,Beta Ltd,Email,26-35,63,Facebook,0.279,9433.18,3.91,UK
CAMP01431,Delta Solutions,Display,18-25,70,YouTube,0.3168,6730.25,1.91,UK
CAMP01432,Delta Solutions,Influencer,26-35,52,Google,0.0949,12497.43,9.95,UK
CAMP01433,Alpha Corp,Email,46-60,83,YouTube,0.3209,22508.52,4.23,India
CAMP01434,Beta Ltd,Display,18-25,15,Google,0.2353,15946.39,4.84,Australia
CAMP01435,Alpha Corp,Email,26-35,50,Email,0.2007,22482.76,1.4,Australia
CAMP01436,Delta Solutions,Display,36-45,24,YouTube,0.1811,12140.33,6.92,UK
CAMP01437,Beta Ltd,Display,26-35,51,Email,0.1694,23701.27,3.19,USA
CAMP01438,Gamma Inc,Influencer,46-60,81,YouTube,0.0351,19893.18,7.53,India
CAMP01439,Alpha Corp,Email,18-25,81,LinkedIn,0.0286,9187.29,1.14,Germany
CAMP01440,Beta Ltd,Search,26-35,90,YouTube,0.1225,11481.38,3.32,Germany
CAMP01441,Alpha Corp,Influencer,18-25,47,Instagram,0.0792,24945.34,7.58,USA
CAMP01442,Alpha Corp,Email,26-35,64,YouTube,0.0394,23865.66,4.26,UK
CAMP01443,Alpha Corp,Search,36-45,46,LinkedIn,0.0183,10550.9,0.83,Australia
CAMP01444,Alpha Corp,Influencer,26-35,5,LinkedIn,0.3427,20922.2,8.0,Germany
CAMP01445,Gamma Inc,Social Media,46-60,29,Email,0.0821,22788.37,9.67,Germany
CAMP01446,Beta Ltd,Influencer,26-35,68,Email,0.3448,6667.82,4.08,Australia
CAMP01447,Delta Solutions,Search,36-45,9,Instagram,0.1951,13181.35,6.41,USA
CAMP01448,Gamma Inc,Influencer,26-35,60,Facebook,0.0752,19048.59,4.04,USA
CAMP01449,Beta Ltd,Search,26-35,44,Instagram,0.0594,2383.11,5.77,India
CAMP01450,Beta Ltd,Email,18-25,40,Facebook,0.0783,20239.26,7.52,India
CAMP01451,Delta Solutions,Email,26-35,68,Email,0.1337,5670.63,6.51,Australia
CAMP01452,Delta Solutions,Influencer,36-45,24,Facebook,0.0797,12234.85,3.49,India
CAMP01453,Alpha Corp,Display,18-25,27,Instagram,0.2915,9692.49,2.35,India
CAMP01454,Gamma Inc,Influencer,26-35,19,Google,0.1348,18634.15,5.67,Australia
CAMP01455,Alpha Corp,Search,26-35,14,Instagram,0.1892,6212.53,6.77,Australia
CAMP01456,Beta Ltd,Influencer,26-35,12,Google,0.1804,11925.77,5.96,Australia
CAMP01457,Gamma Inc,Influencer,36-45,13,Email,0.2342,7006.69,1.72,Germany
CAMP01458,Delta Solutions,Display,26-35,59,YouTube,0.3491,1842.65,3.87,USA
CAMP01459,Delta Solutions,Display,36-45,30,Facebook,0.1608,21166.04,7.57,UK
CAMP01460,Gamma Inc,Search,26-35,34,YouTube,0.1197,6000.74,1.89,Germany
CAMP01461,Beta Ltd,Display,46-60,69,Facebook,0.3412,6194.22,8.89,India
CAMP01462,Delta Solutions,Email,26-35,49,YouTube,0.3492,1645.59,4.93,India
CAMP01463,Delta Solutions,Influencer,26-35,11,Facebook,0.2755,12816.07,8.02,Australia
CAMP01464,Alpha Corp,Email,36-45,50,YouTube,0.2812,7089.62,3.74,UK
CAMP01465,Beta Ltd,Influencer,26-35,61,Facebook,0.1485,14354.79,3.91,Australia
CAMP01466,Gamma Inc,Social Media,46-60,57,LinkedIn,0.1932,18226.47,9.69,USA
CAMP01467,Beta Ltd,Social Media,46-60,79,Google,0.1296,1625.28,5.89,Germany
CAMP01468,Gamma Inc,Search,46-60,56,Google,0.2204,5412.0,1.47,USA
CAMP01469,Gamma Inc,Influencer,36-45,74,YouTube,0.2908,10076.84,9.6,UK
CAMP01470,Gamma Inc,Email,46-60,49,LinkedIn,0.1372,22054.21,4.06,USA
CAMP01471,Alpha Corp,Search,36-45,59,Email,0.192,3188.27,7.25,Australia
CAMP01472,Gamma Inc,Search,46-60,18,YouTube,0.2735,18723.84,1.72,UK
CAMP01473,Gamma Inc,Display,18-25,90,LinkedIn,0.081,23862.77,8.63,Australia
CAMP01474,Gamma Inc,Search,46-60,7,Instagram,0.2175,2402.84,9.61,Germany
CAMP01475,Delta Solutions,Influencer,18-25,88,Email,0.2738,8658.73,4.14,UK
CAMP01476,Delta Solutions,Search,18-25,54,Facebook,0.0277,19354.41,1.87,Australia
CAMP01477,Beta Ltd,Search,26-35,34,Google,0.0963,23411.95,5.8,Australia
CAMP01478,Alpha Corp,Social Media,26-35,41,LinkedIn,0.0186,6544.86,2.04,USA
CAMP01479,Beta Ltd,Influencer,18-25,11,LinkedIn,0.0122,16226.07,4.7,UK
CAMP01480,Gamma Inc,Influencer,26-35,40,YouTube,0.1724,18423.31,6.42,USA
CAMP01481,Alpha Corp,Social Media,46-60,11,Google,0.2482,10398.58,1.82,UK
CAMP01482,Alpha Corp,Display,36-45,41,Google,0.1402,16903.44,9.51,India
CAMP01483,Gamma Inc,Search,26-35,16,Facebook,0.2212,13953.62,7.2,Australia
CAMP01484,Gamma Inc,Display,46-60,14,Instagram,0.0751,23460.83,3.93,Germany
CAMP01485,Delta Solutions,Social Media,18-25,66,Facebook,0.2944,13698.67,4.45,Germany
CAMP01486,Beta Ltd,Social Media,36-45,20,Instagram,0.1333,13157.04,8.56,India
CAMP01487,Alpha Corp,Social Media,46-60,33,YouTube,0.2505,16897.74,5.02,Australia
CAMP01488,Delta Solutions,Influencer,18-25,61,Google,0.0542,4231.29,9.88,Australia
CAMP01489,Delta Solutions,Social Media,36-45,48,Facebook,0.2882,13508.48,1.09,USA
CAMP01490,Gamma Inc,Search,36-45,49,LinkedIn,0.1861,1741.82,3.08,Germany
CAMP01491,Beta Ltd,Influencer,46-60,43,LinkedIn,0.3399,15862.09,5.43,Germany
CAMP01492,Gamma Inc,Display,18-25,57,YouTube,0.1478,13599.26,1.79,India
CAMP01493,Gamma Inc,Display,36-45,61,YouTube,0.3068,21065.3,3.88,UK
